"No","Latitude","Longitude","Name","Description","Notes","Symbol","Date","Time"
4333,9.99028,118.61444,"Dry Reef","osm-id 302029977",,"place:island",10/04/08,11:10:00 PM
3349,11.41306,122.01944,"Mararison Island","osm-id 302026406",,"place:island",10/04/08,10:51:14 PM
559,14.80583,120.54750,"Tubutubo Island","osm-id 302028609",,"place:island",10/04/08,11:01:19 PM
5371,10.15000,124.45000,"Macaina Island","osm-id 302026393",,"place:island",10/04/08,10:51:12 PM
4757,7.50000,117.41667,"Kestrel Rock","osm-id 302226614",,"place:island",10/05/08,04:42:48 PM
600,14.36556,120.61694,"Caballo Island","osm-id 302028832",,"place:island",10/04/08,11:02:15 PM
599,14.36896,120.57093,"Santa Amalia Rock","osm-id 302226499",,"place:island",11/09/08,09:55:01 PM
5085,6.34667,121.96889,"Bubuan Island","osm-id 302028944",,"place:island",10/04/08,11:02:55 PM
5517,9.88167,125.90972,"Laonan Island","osm-id 302030083",,"place:island",10/04/08,11:10:59 PM
606,14.26833,120.61417,"Carabao Island","osm-id 302028166",,"place:island",10/04/08,10:59:55 PM
4985,5.95000,120.21667,"Sail Rock","osm-id 302227710",,"place:island",10/05/08,04:45:40 PM
4205,11.02111,119.66639,"Dinit Island","osm-id 302027658",,"place:island",10/04/08,10:57:41 PM
5353,10.08333,123.96667,"Magcalingao Island","osm-id 302033444",,"place:island",10/04/08,11:25:24 PM
6093,6.22417,124.69917,"Ram$s Islands","osm-id 302033273",,"place:island",10/04/08,11:24:40 PM
596,14.39345,120.56401,"Horadaba Rock","osm-id 302227282",,"place:island",11/09/08,09:54:59 PM
3265,12.17556,123.25083,"Carogo Island","osm-id 302032989",,"place:island",10/04/08,11:22:45 PM
4721,8.36778,117.24056,"Tarusan Islands","osm-id 302032737",,"place:island",10/04/08,11:21:01 PM
4257,10.54833,119.86361,"Dumaran Island","osm-id 302029802",,"place:island",10/04/08,11:08:39 PM
5605,9.68333,125.58333,"Cogbababang Island","osm-id 302028833",,"place:island",10/04/08,11:02:15 PM
526,14.85417,120.23111,"Pequena Island","osm-id 302027581",,"place:island",10/04/08,10:57:17 PM
4339,9.92667,118.79056,"Bush Island","osm-id 302033131",,"place:island",10/04/08,11:23:40 PM
474,15.75917,121.63250,"Anao Island","osm-id 302033943",,"place:island",10/04/08,11:27:58 PM
3980,11.82361,125.47167,"Kapapariuan Islet","osm-id 302026729",,"place:island",10/04/08,10:53:15 PM
49,18.92667,121.91000,"Camiguin Island","osm-id 302029163",,"place:island",12/18/08,12:34:56 AM
4265,10.71972,120.31444,"Cauayan Island","osm-id 302033151",,"place:island",10/04/08,11:23:46 PM
4922,7.48583,123.13500,"Triton Island","osm-id 302035635",,"place:island",10/04/08,11:36:49 PM
2697,13.53333,121.85000,"Madumug Island","osm-id 302033659",,"place:island",10/04/08,11:26:30 PM
4169,10.69361,119.29694,"Lampinigan Island","osm-id 302028029",,"place:island",10/04/08,10:59:20 PM
520,14.91667,120.01667,"Capon Grande","osm-id 302026806",,"place:island",10/04/08,10:53:39 PM
519,14.92306,120.04167,"Camera Island","osm-id 302028215",,"place:island",10/04/08,11:00:06 PM
4089,10.95000,119.26667,"White Rock","osm-id 302226953",,"place:island",10/05/08,04:43:31 PM
4615,9.25222,118.50056,"Arena Island","osm-id 302035859",,"place:island",10/04/08,11:37:36 PM
528,14.85000,120.23333,"Cangrejo Rock","osm-id 302226618",,"place:island",10/05/08,04:42:48 PM
5865,7.87722,126.38278,"Cabugao Island","osm-id 302034194",,"place:island",10/04/08,11:29:15 PM
3781,11.62833,124.34389,"Calutan Island","osm-id 302028142",,"place:island",10/04/08,10:59:49 PM
5405,10.15833,124.50556,"Bantigui Island","osm-id 302027342",,"place:island",10/04/08,10:56:16 PM
518,14.93333,120.05000,"Camera Islands","osm-id 302030002",,"place:island",10/04/08,11:10:12 PM
3967,11.26667,125.06667,"Enoruan Island","osm-id 302031369",,"place:island",10/04/08,11:15:58 PM
6305,5.10444,120.29917,"Sikubung Island","osm-id 302033733",,"place:island",10/04/08,11:26:45 PM
4405,11.10000,123.03333,"Bayang Islet","osm-id 302028489",,"place:island",10/04/08,11:00:57 PM
4613,9.22836,118.39062,"Gitana Island","osm-id 302034934",,"place:island",10/15/08,10:51:34 PM
63,18.59028,122.16750,"Gran Laja Island","osm-id 302035408",,"place:island",10/04/08,11:35:54 PM
4585,9.88417,123.38000,"Badian Island","osm-id 302029144",,"place:island",10/04/08,11:04:18 PM
67,18.55000,122.18333,"Cent Islet","osm-id 302027060",,"place:island",10/04/08,10:54:58 PM
66,18.58583,122.16806,"Sibato Islands","osm-id 302029139",,"place:island",10/04/08,11:04:17 PM
50,18.88028,121.81972,"Pinon Island","osm-id 302026638",,"place:island",10/04/08,10:52:41 PM
48,18.90361,121.83556,"Pamoctan Island","osm-id 302026538",,"place:island",10/04/08,10:51:53 PM
47,18.87639,121.38750,"Fuga Island","osm-id 302032541",,"place:island",10/04/08,11:19:48 PM
4085,10.96667,119.25000,"Largon Rock","osm-id 302227208",,"place:island",10/05/08,04:44:18 PM
54,18.58333,120.96667,"Poro Island","osm-id 302029364",,"place:island",10/04/08,11:05:57 PM
51,18.85489,121.88948,"Cuminichiray Rock","osm-id 302227245",,"place:island",12/18/08,12:28:40 AM
3445,11.31667,123.16667,"Magaisi Chico Island","osm-id 302026685",,"place:island",10/04/08,10:52:54 PM
76,18.39250,122.31083,"Ati Island","osm-id 302035241",,"place:island",10/04/08,11:34:55 PM
6298,5.18333,120.28333,"Nusanusa Batu Islands","osm-id 302035399",,"place:island",10/04/08,11:35:53 PM
3225,12.14556,122.04028,"Cabahan Island","osm-id 302027676",,"place:island",10/04/08,10:57:42 PM
80,18.30000,122.33333,"Ruso Rock","osm-id 302227628",,"place:island",10/05/08,04:45:17 PM
70,18.50806,122.13306,"San Vicente Island","osm-id 302035415",,"place:island",10/04/08,11:35:55 PM
4040,11.20111,119.33806,"Dilumacad Island","osm-id 302030482",,"place:island",10/04/08,11:12:50 PM
68,18.55000,122.18333,"Escucha Island","osm-id 302035103",,"place:island",10/04/08,11:34:12 PM
75,18.40000,122.31667,"Susak Rock","osm-id 302227035",,"place:island",10/05/08,04:43:42 PM
74,18.40000,122.30000,"Masak Rock","osm-id 302227558",,"place:island",10/05/08,04:45:03 PM
71,18.33333,121.65000,"Fuga Island","osm-id 302026986",,"place:island",10/04/08,10:54:33 PM
15,20.33316,121.78547,"Dequey Island","osm-id 302030685",,"place:island",12/18/08,01:13:10 AM
14,20.47361,122.03639,"Tumaruk Rock","osm-id 302226959",,"place:island",10/05/08,04:43:32 PM
12,20.42414,121.83829,"Batanes Island","osm-id 302035890",,"place:island",12/18/08,01:35:24 AM
39,19.46917,121.97444,"Pan de Azucar Island","osm-id 302027803",,"place:island",10/04/08,10:58:21 PM
4001,11.40306,125.57667,"Iniyao Island","osm-id 302030403",,"place:island",10/04/08,11:12:27 PM
16,20.32028,121.80945,"Ibuhos Island","osm-id 302030377",,"place:island",12/18/08,01:13:23 AM
5049,6.60300,121.54700,"Orell Island","osm-id 302029657",,"place:island",10/04/08,11:07:41 PM
4,20.92504,121.90826,"Maysanga Island","osm-id 302034582",,"place:island",12/18/08,02:36:07 AM
3745,12.02528,125.55694,"Sibay Island","osm-id 302035611",,"place:island",10/04/08,11:36:48 PM
11,20.45576,121.99077,"Batan Island","osm-id 302033956",,"place:island",12/18/08,01:14:16 AM
8,20.70444,121.92972,"Diogo Island","osm-id 302032577",,"place:island",10/04/08,11:19:58 PM
7,20.76587,121.84604,"Itbayat Island","osm-id 302030825",,"place:island",12/18/08,01:46:22 AM
38,19.53282,121.96687,"Babuyan Island","osm-id 302034088",,"place:island",12/18/08,12:45:33 AM
36,19.43639,121.51222,"Panuitan Island","osm-id 302032614",,"place:island",10/04/08,11:20:23 PM
46,18.86417,121.25250,"Barit Island","osm-id 302028950",,"place:island",10/04/08,11:02:56 PM
43,19.25000,121.66667,"Babuyan Islands","osm-id 302027171",,"place:island",10/04/08,10:55:33 PM
3067,11.78333,119.98333,"Iguana Island","osm-id 302035006",,"place:island",10/04/08,11:33:18 PM
23,19.95944,122.14333,"Balintang Island","osm-id 302032594",,"place:island",10/04/08,11:20:10 PM
3870,11.63333,124.83333,"Buntay Island","osm-id 302026437",,"place:island",10/04/08,10:51:25 PM
20,20.31167,121.86445,"Sabtang Island","osm-id 302026639",,"place:island",12/18/08,01:14:02 AM
35,19.47806,121.50972,"Dipari Rock","osm-id 302227223",,"place:island",10/05/08,04:44:20 PM
3749,11.96333,125.53389,"Pasig Island","osm-id 302031351",,"place:island",10/04/08,11:15:55 PM
24,19.95833,122.15167,"Balintang Islands","osm-id 302028583",,"place:island",10/04/08,11:01:14 PM
3231,11.98575,121.91731,"Boracay","osm-id 25747576",,"place:island",05/04/08,08:27:47 PM
5390,9.89944,123.82444,"Pangangan Island","osm-id 302030322",,"place:island",10/04/08,11:12:14 PM
246,17.34778,122.39250,"Estagno Island","osm-id 302030071",,"place:island",10/04/08,11:10:57 PM
5569,9.17639,124.82556,"Magsaysay Island","osm-id 302030488",,"place:island",10/04/08,11:12:51 PM
3081,11.76639,119.89028,"Saddle Rock","osm-id 302227288",,"place:island",10/05/08,04:44:27 PM
182,18.24722,122.32750,"Apulagan Island","osm-id 302030253",,"place:island",10/04/08,11:12:02 PM
4106,10.92139,119.51583,"Quimbuluan Island","osm-id 302028033",,"place:island",10/04/08,10:59:20 PM
179,18.18361,121.64306,"Lafu Island","osm-id 302033596",,"place:island",10/04/08,11:26:09 PM
5433,10.38333,125.58333,"Puyo Island","osm-id 302035404",,"place:island",10/04/08,11:35:54 PM
5261,11.06889,125.65583,"Canigaran Islands","osm-id 302030412",,"place:island",10/04/08,11:12:28 PM
2713,13.95000,122.41667,"Pulong Name Rock","osm-id 302227358",,"place:island",10/05/08,04:44:39 PM
5045,6.64460,121.63880,"Tagutu Island","osm-id 302029013",,"place:island",10/04/08,11:03:21 PM
3244,12.52917,123.40472,"Catbatan Rock","osm-id 302226608",,"place:island",10/05/08,04:42:47 PM
250,15.13333,117.76667,"Scarborough Reef","osm-id 302227039",,"place:island",10/05/08,04:43:43 PM
4229,11.00806,120.82444,"Patunga Island","osm-id 302029059",,"place:island",10/04/08,11:03:43 PM
247,17.27028,122.43750,"Podok Island","osm-id 302028537",,"place:island",10/04/08,11:01:07 PM
277,16.35889,119.95389,"Siapar Island","osm-id 302030110",,"place:island",10/04/08,11:11:04 PM
3917,11.58333,124.91667,"Buhol Islands","osm-id 302033514",,"place:island",10/04/08,11:25:46 PM
4149,10.83333,119.40000,"Coloma Rock","osm-id 302227095",,"place:island",10/05/08,04:43:54 PM
3377,11.56667,122.48250,"Tabon Island","osm-id 302026537",,"place:island",10/04/08,10:51:52 PM
4165,10.57500,119.15000,"Boayan Island","osm-id 302035462",,"place:island",10/04/08,11:36:10 PM
4240,10.80056,119.64667,"Denanayan Island","osm-id 302033451",,"place:island",10/04/08,11:25:25 PM
2696,13.53333,121.85000,"Agpitan Island","osm-id 302030235",,"place:island",10/04/08,11:11:59 PM
3905,11.46667,124.48333,"Poro Islet","osm-id 302028632",,"place:island",10/04/08,11:01:22 PM
6200,5.16680,120.15080,"Ta Ta Dakula Island","osm-id 302029705",,"place:island",10/04/08,11:07:51 PM
3529,13.68333,124.41667,"Zayao Island","osm-id 302035466",,"place:island",10/04/08,11:36:10 PM
2461,14.43333,123.00000,"Huag Island","osm-id 302026599",,"place:island",10/04/08,10:52:29 PM
41,19.08861,121.22667,"Dalupiri Island","osm-id 302029414",,"place:island",12/18/08,12:39:50 AM
480,15.59944,121.57444,"Egg Islands","osm-id 302031619",,"place:island",10/04/08,11:17:19 PM
42,18.98705,121.22040,"Irao Island","osm-id 302035056",,"place:island",10/16/08,12:07:34 AM
91,17.96667,120.46667,"Gabot Islet","osm-id 302028458",,"place:island",10/04/08,11:00:52 PM
4845,7.17111,122.28833,"Panganacan Island","osm-id 302031360",,"place:island",10/04/08,11:15:57 PM
3220,12.10139,121.57889,"Sibolon Island","osm-id 302031354",,"place:island",10/04/08,11:15:56 PM
98,17.91889,120.41444,"Badoc Island","osm-id 302034285",,"place:island",10/04/08,11:29:41 PM
3500,13.81028,123.89556,"Malarad Islands","osm-id 302034933",,"place:island",10/04/08,11:33:10 PM
143,17.26667,120.41667,"Coral Island","osm-id 302026409",,"place:island",10/04/08,10:51:14 PM
6133,5.52530,120.90730,"Punongan Island","osm-id 302027055",,"place:island",10/04/08,10:54:57 PM
3841,11.73417,124.71639,"Danaodanauan Island","osm-id 302034973",,"place:island",10/04/08,11:33:14 PM
5851,8.36667,126.36667,"Mauomawan Island","osm-id 302032738",,"place:island",10/04/08,11:21:01 PM
128,17.45000,120.43333,"Solvec Rock","osm-id 302226352",,"place:island",10/05/08,04:42:07 PM
4369,10.91333,121.03889,"Putic Island","osm-id 302029328",,"place:island",10/04/08,11:05:36 PM
3482,13.90000,124.40000,"Agutayan Island","osm-id 302034414",,"place:island",10/04/08,11:30:16 PM
3820,11.81472,124.68750,"Timpasan Island","osm-id 302035413",,"place:island",10/04/08,11:35:55 PM
3013,12.22472,120.39167,"Bantac Island","osm-id 302034411",,"place:island",10/04/08,11:30:16 PM
5317,10.21972,124.32167,"Bansaan Island","osm-id 302033140",,"place:island",10/04/08,11:23:42 PM
5409,10.13694,124.54778,"Budlaan Islet","osm-id 302028948",,"place:island",10/04/08,11:02:56 PM
5361,10.19278,124.27667,"Tambo Island","osm-id 302029595",,"place:island",10/04/08,11:07:26 PM
3719,12.36667,125.38333,"Sora Cay","osm-id 302035516",,"place:island",10/04/08,11:36:25 PM
2917,12.69944,123.60639,"Mababoy Island","osm-id 302032395",,"place:island",10/04/08,11:19:37 PM
3989,11.63889,125.48361,"Andis Island","osm-id 302035347",,"place:island",10/04/08,11:35:40 PM
6193,5.17520,120.04320,"Baira Island","osm-id 302034112",,"place:island",10/04/08,11:28:42 PM
4098,10.93333,119.35000,"Crane Island","osm-id 302029831",,"place:island",10/04/08,11:08:51 PM
4007,9.37500,118.04694,"Palm Island","osm-id 302026572",,"place:island",10/04/08,10:52:13 PM
2693,13.54194,121.95639,"Banot Island","osm-id 302030316",,"place:island",10/04/08,11:12:12 PM
2726,14.04028,123.10722,"Caringo Island","osm-id 302033511",,"place:island",10/04/08,11:25:45 PM
1244,14.64289,120.95418,"Cocomo Island","osm-id 302028143",,"place:island",11/09/08,09:43:46 PM
3824,11.80000,124.71667,"Little Balading Island","osm-id 302032913",,"place:island",10/04/08,11:22:34 PM
4278,10.49944,119.07083,"Cacnipa Island","osm-id 302028809",,"place:island",10/04/08,11:02:05 PM
5694,9.01667,124.83333,"Canauayor Islet","osm-id 302033009",,"place:island",10/04/08,11:22:56 PM
4456,11.12889,123.69750,"Maamboc Island","osm-id 302028538",,"place:island",10/04/08,11:01:08 PM
3997,11.43333,125.55000,"Minaanod Island","osm-id 302026656",,"place:island",10/04/08,10:52:43 PM
3859,11.70500,124.88139,"Majaba Island","osm-id 302035073",,"place:island",10/04/08,11:33:46 PM
4709,8.65000,123.58333,"Buhobuho Islands","osm-id 302028860",,"place:island",10/04/08,11:02:27 PM
3214,12.19944,121.43000,"Libagao Island","osm-id 302028501",,"place:island",10/04/08,11:00:59 PM
4749,8.01833,117.21083,"Roughton Island","osm-id 302029362",,"place:island",10/04/08,11:05:57 PM
4864,7.60000,122.50000,"Diligan Island","osm-id 302028857",,"place:island",10/04/08,11:02:26 PM
4145,10.86667,119.36667,"Vinalo Island","osm-id 302033043",,"place:island",10/04/08,11:23:08 PM
3805,11.88333,124.78333,"Batu Rock","osm-id 302227225",,"place:island",10/05/08,04:44:21 PM
4237,10.81444,119.62194,"Malapnia Island","osm-id 302027480",,"place:island",10/04/08,10:56:52 PM
3901,11.54899,124.78565,"Homangad Island","osm-id 302028644",,"place:island",11/14/08,04:45:02 AM
3817,11.84222,124.71972,"Canmamot Island","osm-id 302034978",,"place:island",10/04/08,11:33:14 PM
2549,14.03280,121.02911,"Bubuin Island","osm-id 302033134",,"place:island",11/09/08,09:51:00 PM
3146,11.29611,119.67556,"Iloc Island","osm-id 302029133",,"place:island",10/04/08,11:04:17 PM
5,20.90417,121.90333,"Siayan Island","osm-id 302029437",,"place:island",10/04/08,11:06:38 PM
689,14.88028,122.16194,"Pandanan Island","osm-id 302032822",,"place:island",10/04/08,11:21:37 PM
6273,5.23660,120.40380,"Puscgan Island","osm-id 302028095",,"place:island",10/04/08,10:59:35 PM
4965,6.21280,120.85290,"Pantocunan Island","osm-id 302035469",,"place:island",10/04/08,11:36:11 PM
4196,11.11667,119.53333,"Macuao Island","osm-id 302034930",,"place:island",10/04/08,11:33:10 PM
3557,13.06667,124.20000,"Bingay Island","osm-id 302029225",,"place:island",10/04/08,11:04:56 PM
4761,6.28694,118.07389,"Boaan Island","osm-id 302028466",,"place:island",10/04/08,11:00:53 PM
3777,11.69944,124.34417,"Tomasa Islet","osm-id 302032867",,"place:island",10/04/08,11:22:10 PM
5723,9.01667,125.51667,"Sagpod Island","osm-id 302026331",,"place:island",10/04/08,10:50:49 PM
4049,11.15056,119.31500,"Miniloc Island","osm-id 302027475",,"place:island",10/04/08,10:56:51 PM
3915,11.58333,124.90000,"Macaratu Island","osm-id 302034914",,"place:island",10/04/08,11:32:59 PM
3937,11.42944,124.91083,"Navahay Island","osm-id 302026574",,"place:island",10/04/08,10:52:13 PM
3043,11.91667,119.96667,"Alad Island","osm-id 302033008",,"place:island",10/04/08,11:22:56 PM
3933,11.43500,124.89167,"Caltagan Island","osm-id 302030480",,"place:island",10/04/08,11:12:50 PM
3741,12.08333,125.56667,"Nabalicad Island","osm-id 302027817",,"place:island",10/04/08,10:58:32 PM
4771,7.72722,118.45694,"Manuc Manucan Island","osm-id 302035605",,"place:island",10/04/08,11:36:47 PM
2453,14.45000,122.91667,"Calagua Islands","osm-id 302028051",,"place:island",10/04/08,10:59:24 PM
6289,5.21310,120.34330,"Tigungun Island","osm-id 302029053",,"place:island",10/04/08,11:03:43 PM
4949,6.53278,118.50361,"Mambahenauhan Island","osm-id 302033523",,"place:island",10/04/08,11:25:47 PM
6153,5.33333,120.26667,"Pamadbaran Island","osm-id 302035646",,"place:island",10/04/08,11:37:00 PM
5555,9.83778,124.55417,"Catiil Island","osm-id 302026871",,"place:island",10/04/08,10:54:03 PM
1510,14.63333,120.96667,"Balut Island","osm-id 302033957",,"place:island",12/26/08,08:40:49 PM
5081,6.45222,121.85639,"Cancuman Island","osm-id 302033906",,"place:island",10/04/08,11:27:42 PM
5038,6.73278,122.25778,"Coco Island","osm-id 302028812",,"place:island",10/04/08,11:02:05 PM
6213,5.02222,119.75056,"Bongao Island","osm-id 302028931",,"place:island",10/04/08,11:02:45 PM
4363,10.98639,120.94972,"Canipo Island","osm-id 302033513",,"place:island",10/04/08,11:25:46 PM
3877,11.51222,124.09750,"Carnasa Island","osm-id 302027474",,"place:island",10/04/08,10:56:51 PM
5377,9.95000,123.85000,"Mantatao Island","osm-id 302035612",,"place:island",10/04/08,11:36:48 PM
3701,12.08333,124.53333,"Rawis Island","osm-id 302031352",,"place:island",10/04/08,11:15:56 PM
4361,11.09512,120.94911,"Guinlabo Island","osm-id 302033531",,"place:island",12/05/08,10:52:30 PM
3728,12.16389,125.52028,"Apiton Island","osm-id 302031681",,"place:island",10/04/08,11:17:40 PM
2733,14.01667,123.51667,"Aguda Rock","osm-id 302226683",,"place:island",10/05/08,04:42:59 PM
5909,7.19222,124.18306,"Dinaig Island","osm-id 302028467",,"place:island",10/04/08,11:00:53 PM
4072,11.04056,119.30417,"Camago Island","osm-id 302034992",,"place:island",10/04/08,11:33:16 PM
2853,13.15111,122.87389,"Templo Island","osm-id 302026456",,"place:island",10/04/08,10:51:27 PM
5752,8.56472,126.17778,"Cabyaw Islet","osm-id 302034214",,"place:island",10/04/08,11:29:19 PM
3449,11.26667,123.10000,"Lacdian Island","osm-id 302035423",,"place:island",10/04/08,11:35:56 PM
5557,9.83056,124.55972,"Calangaman Island","osm-id 302035090",,"place:island",10/04/08,11:33:59 PM
6179,5.24639,119.96250,"Simalac Simalac Island","osm-id 302026299",,"place:island",10/04/08,10:50:36 PM
